subset_sz,subset_n,time,d,subset
1,817,0.9008140563964844,0.43084455324357407,"{""x1"":[0.671645],""x2"":[0.874346],""y"":[0]}"
2,334153,301.61162209510803,0.1664626682986536,"{""x1"":[0.113987,0.414349],""x2"":[0.698984,0.999707],""y"":[1,0]}"
