subset_sz,subset_n,time,d,subset
1,817,0.8877968788146973,0.43084455324357407,"{""x1"":[0.671645],""x2"":[0.874346],""y"":[0]}"
2,334153,222.19067406654358,0.29865361077111385,"{""x1"":[0.243186,0.478039],""x2"":[0.693865,0.905535],""y"":[1,0]}"
