subset_sz,subset_n,time,d,acc,subset
1,817,9.501788854598999,0.6531707048416138,0.5691554467564259,"{""x1"":[0.943289],""x2"":[0.418666],""y"":[0]}"
2,334153,844.8159050941467,0.47389209270477295,0.784577723378213,"{""x1"":[0.272156,0.460673],""x2"":[0.458578,0.767837],""y"":[1,0]}"
